lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
453,147,dfir,3,Web Browser Forensics - Firefox and Internet Explorer,Section 5: Web Browser Forensics,"Firefox SQLite databases (places.sqlite, cookies.sqlite), session restore artifacts, IE ESE database forensics, WebCacheV01.dat analysis, browser history recovery, cookie analysis",[128],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",Firefox and legacy IE forensics
454,148,dfir,3,Electron and WebView2 Application Forensics,Section 5: Web Browser Forensics,"Electron framework artifacts, Microsoft Teams forensics, Slack forensics, Discord forensics, chat client LevelDB databases, Zoom artifacts, WebView2 application analysis","[128,129]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",Modern chat and collaboration tool forensics
455,149,dfir,3,Advanced Browser Artifact Recovery,Section 5: Web Browser Forensics,"Private browsing forensics, InPrivate and Incognito mode artifacts, session recovery techniques, SQLite carving, ESE database recovery, memory analysis for browser data, deleted history recovery","[128,129,130]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",Advanced techniques for privacy mode forensics
456,150,dfir,3,Windows Forensics Capstone Challenge,Section 6: Windows Forensics Challenge,"Complete hands-on investigation, intellectual property theft scenario, fast forensics techniques, evidence analysis across all artifact types, investigative reporting, timeline reconstruction","[114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",Final CTF challenge - requires all FOR500 skills
457,21,osint,2,Cybercrime Intelligence Fundamentals,Section 1: Cybercriminal Intelligence,"Intelligence lifecycle for cybercrime, requirement setting, collection planning, structured analysis techniques, intelligence-driven investigations, turning data into actionable intelligence",[1],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Foundation for cybercrime investigations
458,22,osint,2,Cyberattack Profiling and Frameworks,Section 1: Cybercriminal Intelligence,"Threat profiling methodologies, MITRE ATT&CK for threat actors, Diamond Model, Cyber Kill Chain, profiling cybercriminal capabilities, TTP analysis","[21,10]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Framework-based threat profiling
459,23,osint,3,Operational Security for Investigators,Section 1: Cybercriminal Intelligence,"OPSEC principles, defense-in-depth modeling, digital hygiene, avoiding attribution, protecting investigator identity, secure communication, OPSEC failures and consequences","[21,1]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Critical for undercover operations
460,24,osint,3,Persona Development and Sock Puppet Management,Section 1: Cybercriminal Intelligence,"Creating credible online personas, sock puppet best practices, identity consistency, email/phone setup, payment methods, persona lifecycle management, OPSEC for personas","[23,21]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Essential for infiltrating criminal communities
461,25,osint,3,Attribution Tools and Techniques,Section 1: Cybercriminal Intelligence,"Password reuse pivoting, username correlation, email address tracking, wallet analysis for attribution, forum activity profiling, cross-platform attribution, identity clustering","[21,24,1]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Connecting threat actor identities
462,26,osint,2,Blockchain and Cryptocurrency Fundamentals,Section 2: Cryptocurrency Investigations,"Blockchain basics, Bitcoin vs Ethereum architecture, UTXO vs account-based models, public ledgers, pseudonymity vs anonymity, cryptocurrency wallets, transaction structure",[1],completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Foundation for crypto investigations
463,27,osint,3,Cryptocurrency Tracing and Wallet Clustering,Section 2: Cryptocurrency Investigations,"Wallet clustering algorithms, change address analysis, transaction heuristics, address reuse patterns, linking wallets to entities, UTXO analysis, transaction graph analysis","[26,43]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Core blockchain analysis skills
464,28,osint,3,Cryptocurrency Laundering Techniques,Section 2: Cryptocurrency Investigations,"Mixers and tumblers, CoinJoin protocols, chain hopping, peel chains, privacy coins (Monero, Zcash), obfuscation detection, tracing through mixers","[26,27]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Understanding criminal money laundering
465,29,osint,3,Cryptocurrency Attribution and FININT,Section 2: Cryptocurrency Investigations,"OSINT for crypto attribution, KYC records, exchange investigations, sanctions data (OFAC), wallet fingerprinting, cashing out methods, converting transaction data to intelligence","[27,28,18]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Financial intelligence from blockchain
466,30,osint,3,Ransomware Payment Tracing,Section 2: Cryptocurrency Investigations,"Ransomware payment tracking, victim to affiliate tracing, ransom negotiation analysis, laundering schemes in ransomware, recovery operations, case studies (REvil, LockBit)","[27,28,29]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Real-world ransomware financial investigations
467,31,osint,2,Cybercrime Underground Ecosystem,Section 3: Cybercrime Underground,"Criminal forum structure, dark web marketplaces, ransomware leak sites, encrypted messaging (Telegram, Jabber), underground economy, actor roles and hierarchy","[1,5,21]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Understanding the criminal ecosystem
468,32,osint,3,Initial Access Brokers and Affiliate Networks,Section 3: Cybercrime Underground,"IAB operations, access marketplace investigation, RaaS (Ransomware as a Service) model, affiliate recruitment, profit sharing, tracking IAB to ransomware operators","[31,19]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Criminal business models and partnerships
469,33,osint,3,Investigating Cybercrime Infrastructure,Section 3: Cybercrime Underground,"C2 infrastructure profiling, bulletproof hosting, domain/IP pivoting, shared infrastructure, passive DNS, certificate analysis, infrastructure reuse patterns","[31,18,7]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Infrastructure-based threat tracking
470,34,osint,3,Victimology and Campaign Tracking,Section 3: Cybercrime Underground,"Victim identification across leak sites, infostealer log analysis, data breach correlation, campaign attribution, geographic targeting, industry verticals, victim notification","[31,32,19]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Understanding attack campaigns and victims
471,35,osint,3,Malware and Exploit Service Profiling,Section 3: Cybercrime Underground,"Malware-as-a-Service, exploit kit analysis, phishing-as-a-Service, loader marketplaces, crypter services, underground pricing, service reputation, malware developer tracking","[31,32]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Criminal services and capabilities
472,36,osint,3,Underground Forum Behavioral Analysis,Section 3: Cybercrime Underground,"Forum member profiling, reputation systems, trust networks, communication patterns, linguistic analysis, identifying personas, behavioral indicators, threat actor tracking","[31,24,3]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Behavioral profiling of criminals
473,16,threat_hunting,3,Undercover Persona Operations,Section 4: Undercover Operations,"Building credible backstories, gaining forum access, maintaining cover, interacting with threat actors, vetting requirements, trust building, long-term persona management","[24,31,23]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Active undercover operations
474,17,threat_hunting,3,HUMINT Collection in Cybercrime,Section 4: Undercover Operations,"Human intelligence collection, spotting sources, assessing credibility, targeting high-value actors, elicitation techniques, social engineering criminals, source handling, ethical boundaries","[16,24,14]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Human intelligence from threat actors
475,37,osint,3,Dark Web Data Collection and Scraping,Section 4: Undercover Operations,"Automated dark web scraping, evasion techniques, CAPTCHA bypass, rate limiting, data extraction, marketplace monitoring, leak site tracking, legal and ethical considerations","[31,6,46]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Scalable underground data collection
476,18,threat_hunting,3,Cybercrime Intelligence Analysis in Kibana,Section 4: Undercover Operations,"Visualizing cybercrime data, Elastic Stack for investigations, dashboard creation, trend analysis, anomaly detection, correlating multiple data sources, intelligence dissemination","[16,31,7]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Analyzing and presenting cybercrime intelligence
477,19,threat_hunting,3,Attribution and Disruption Strategies,Section 4: Undercover Operations,"Attribution methodologies, confidence levels, intelligence to disruption, takedown operations, coordinating with law enforcement, notification strategies, measuring impact","[16,17,18,29,33]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",From intelligence to action
478,20,threat_hunting,3,Cybercrime Investigation Capstone,Section 5: Capstone Exercise,"End-to-end cybercrime investigation, analyzing criminal forums, leaked chat logs, seized databases, blockchain tracing, fulfilling intelligence requirements, team investigation, presenting findings","[21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,16,17,37,18,19]",completed,"Career Path: SOC Analyst, Career Path: Threat Hunter, Course: SANS-FOR589",Final capstone - full investigation simulation
479,21,threat_hunting,2,Enterprise Incident Response Management,Section 1: Proactive Detection & Response,"Enterprise IR challenges, leading large-scale response, managing team members, coordinating across locations, documenting findings, stakeholder communication, efficient intrusion handling","[1,10,15]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Threat Hunter",Advanced IR management - requires FOR500/FOR508 knowledge
480,22,threat_hunting,3,Intel-Driven Incident Response and MITRE ATT&CK,Section 1: Proactive Detection & Response,"Threat intelligence for IR, implementing CTI internally, MITRE ATT&CK matrix application, Sigma rule framework, threat-driven detection, mapping incidents to ATT&CK","[21,11,10]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Threat Hunter",Intelligence-driven IR approach
481,27,blue_team,2,Threat Intelligence Platforms - MISP and OpenCTI,Section 1: Proactive Detection & Response,"MISP platform deployment, OpenCTI implementation, ingesting threat feeds, tracking indicators, sharing intelligence, TIP integration workflows, community collaboration","[56,16]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Security Engineer",Comprehensive TIP platforms
482,23,threat_hunting,3,Scalable Analysis with Timesketch,Section 1: Proactive Detection & Response,"Timesketch deployment, collaborative timeline analysis, multi-analyst workflows, timeline correlation, investigating at scale, cross-team collaboration","[21,9]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Threat Hunter",Collaborative IR platform
483,24,threat_hunting,2,Active Defense and Attack Detection,Section 1: Proactive Detection & Response,"Active defense strategies, slowing attackers, facilitating detection, deception technologies, alert-driven response, proactive threat hunting triggers","[21,22,11]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Threat Hunter",Proactive detection strategies
484,151,dfir,3,EDR Technology and EDR Bypass Techniques,Section 2: Scaling Response and Analysis,"EDR architecture and capabilities, kernel vs userland hooks, EDR evasion techniques, unhooking methods, direct syscalls, BYOVD attacks, detecting EDR bypass","[114,120]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Understanding EDR limitations - advanced
485,152,dfir,3,Scaling Incident Response with Velociraptor,Section 2: Scaling Response and Analysis,"Velociraptor deployment, VQL queries, artifact collection at scale, hunt workflows, server/client architecture, remote forensic acquisition, distributed IR operations","[133,94,114]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Enterprise-scale collection tool
486,153,dfir,3,Scaling Analysis with Elasticsearch and Kibana,Section 2: Scaling Response and Analysis,"ELK stack deployment, ingesting Velociraptor data, Kansa framework integration, Log2timeline ingestion, large-scale log analysis, visualization and dashboards, querying techniques","[134,97,7]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Analyzing data at enterprise scale
487,154,dfir,3,Rapid Response Triage at Scale,Section 2: Scaling Response and Analysis,"Multi-platform triage tools, CyLR collection, targeted data collection, prioritizing hosts for deep dive, triage vs full forensics, balancing speed and completeness","[134,135,94,114]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Efficient targeted collection
488,155,dfir,3,Modern Ransomware Attack Patterns,Section 3: Modern Attacks Against Windows and Linux DFIR,"Ransomware kill chain, precursor activities, initial access to encryption, RaaS ecosystem, LockBit/BlackCat/ALPHV analysis, ransomware detection and response","[120,126,133]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Current ransomware threat landscape
489,156,dfir,3,Living Off the Land Techniques and Detection,Section 3: Modern Attacks Against Windows and Linux DFIR,"LOLBins for defense evasion, legitimate tool abuse, fileless attacks, application whitelisting bypass, detecting LOLBIN usage, behavioral detection methods","[120,126,59]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Advanced evasion detection
490,157,dfir,2,Linux Incident Response Fundamentals,Section 3: Modern Attacks Against Windows and Linux DFIR,"Linux IR methodology, volatile data collection, system profiling, process analysis, network connections, common attack vectors against Linux","[75,76,77,107,108]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Advanced Linux IR - builds on Linux forensics
491,158,dfir,3,Linux Privilege Escalation and Persistence,Section 3: Modern Attacks Against Windows and Linux DFIR,"Linux privilege escalation techniques, SUID/SGID abuse, kernel exploits, cron job persistence, SSH key persistence, systemd unit abuse, detecting Linux persistence","[139,88,89,90,91]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Linux-specific attack techniques
492,159,dfir,3,Advanced Linux Log Analysis for IR,Section 3: Modern Attacks Against Windows and Linux DFIR,"auth.log deep dive, syslog correlation, journald analysis for IR, web server log analysis, auditd for incident investigation, log tampering detection","[139,76,77,78]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Linux log analysis for active incidents
493,160,dfir,3,Linux Triage Collection and Forensic Readiness,Section 3: Modern Attacks Against Windows and Linux DFIR,"Linux triage methodologies, UAC deployment, Velociraptor for Linux, forensic readiness planning, evidence preservation, remote Linux response","[139,140,141,94,134]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Operationalizing Linux IR
494,161,dfir,2,macOS Foundations for Incident Response,Section 4: Analyzing macOS and Docker Containers,"macOS architecture overview, XNU kernel, APFS filesystem, macOS ecosystem, security features (SIP, Gatekeeper), macOS vs iOS, enterprise macOS deployment",[60],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Foundation for macOS IR
495,162,dfir,3,macOS Forensic Acquisition and Analysis,Section 4: Analyzing macOS and Docker Containers,"macOS disk acquisition, APFS forensics, timeline analysis, user artifacts, application artifacts, macOS-specific logs (unified log), TCC database analysis","[143,60,61]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",macOS evidence collection and analysis
496,163,dfir,3,macOS Incident Response Techniques,Section 4: Analyzing macOS and Docker Containers,"Detecting macOS compromise, malware persistence locations, LaunchAgents/LaunchDaemons, macOS memory acquisition, volatile data collection, remote macOS response","[144,60,61]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Active macOS incident investigation
497,164,dfir,2,Docker Containers in the Enterprise,Section 4: Analyzing macOS and Docker Containers,"Container fundamentals, Docker architecture, container orchestration, microservices deployment, container networking, volume management, container security concerns","[62,63]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Container technology overview
498,165,dfir,3,Container Forensics and Incident Response,Section 4: Analyzing macOS and Docker Containers,"Docker forensic acquisition, container layer analysis, volume forensics, container logs, image analysis, detecting container compromise, container escape investigation","[146,62,63]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",IR for containerized environments
499,166,dfir,2,Cloud DFIR Fundamentals,Section 5: Cloud Attacks and Response,"Cloud IR challenges and opportunities, MITRE ATT&CK Cloud Matrix, evidence volatility, cloud logging architecture, shared responsibility model, multi-tenancy considerations","[23,1,2]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Foundation for cloud IR - advanced
500,167,dfir,3,Microsoft 365 and Azure AD Incident Response,Section 5: Cloud Attacks and Response,"M365 compromise scenarios, Azure AD attacks, OAuth token theft, conditional access bypass, M365 audit logs, Exchange Online forensics, SharePoint investigation, Teams forensics","[24,25,26,27,18]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",M365/Azure IR - builds on FOR509
501,168,dfir,3,Common Attacks Against Azure and M365,Section 5: Cloud Attacks and Response,"Azure tenant compromise, privilege escalation in Azure, service principal abuse, managed identity exploitation, MFA bypass techniques, detecting Azure attacks","[149,26,27,28,29]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Azure-specific attack patterns
502,169,dfir,2,AWS Foundations for Incident Response,Section 5: Cloud Attacks and Response,"AWS architecture overview, IAM deep dive, VPC concepts, EC2 and S3 security, CloudTrail logging, GuardDuty alerts, AWS security services for IR","[31,32,33,34]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",AWS IR foundation - builds on FOR509
503,170,dfir,3,AWS Incident Response Workflows,Section 5: Cloud Attacks and Response,"AWS compromise investigation, evidence collection automation, EC2 forensics, S3 data exfiltration, IAM privilege escalation, Lambda function analysis, container forensics in ECS/EKS","[151,31,32,33,34,35]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",End-to-end AWS IR
504,171,dfir,3,Cloud IR Automation and Architecture,Section 5: Cloud Attacks and Response,"Architecting for response, security account setup, automated evidence collection, IR Lambda functions, Step Functions workflows, Security Hub integration, multi-account strategies","[151,152,149,150,43]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR608, Career Path: DFIR Specialist",Automating cloud IR operations
505,25,threat_hunting,3,Enterprise-Class IR Capstone Challenge,Section 6: Capstone Exercise,"Multi-platform breach investigation, Windows/Linux/macOS/cloud evidence, team-based CTF, scoping intrusion, timeline reconstruction, coordinated response, presenting findings","[21,22,23,24,25,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153]",completed,"Career Path: SOC Analyst, Course: SANS-FOR608, Career Path: Threat Hunter",Final capstone - requires all FOR608 skills
506,26,threat_hunting,2,Dynamic Approach to Incident Response (DAIR),Section 1: Incident Response,"DAIR methodology, verify/scope/contain/assess/remediate process, investigative analysis, leveraging multiple evidence sources, building incident timelines, case studies","[1,10,21]",completed,"Career Path: SOC Analyst, Course: SANS-SEC504, Career Path: Threat Hunter",Foundation IR methodology - accessible to beginners
507,27,threat_hunting,2,Network Detection and Response (NDR) Investigations,Section 1: Incident Response,"NDR tools for threat hunting, proxy log analysis for beaconing, filtering network activity, encrypted traffic assessment, identifying IOCs from network data","[7,26]",completed,"Career Path: SOC Analyst, Course: SANS-SEC504, Career Path: Threat Hunter",Network-based threat detection
508,173,dfir,2,Malware Analysis in Safe Environments,Section 1: Incident Response,"Malware sandboxing basics, snapshot tools, RegShot and Procmon analysis, continuous recording, identifying malicious code indicators, safe testing methodology","[1,89]",completed,"Career Path: Incident Responder, Course: SANS-SEC504, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Practical malware triage
509,28,threat_hunting,2,Accelerating IR with Generative AI,Section 1: Incident Response,"AI for malware analysis, prompt engineering for IR, data deobfuscation automation, log analysis with AI, writing IR playbooks with AI, AI risks and mitigation","[26,27]",completed,"Career Path: SOC Analyst, Course: SANS-SEC504, Career Path: Threat Hunter",AI-assisted incident response
510,43,pentest,1,Network Scanning and Enumeration with Nmap,Section 2: Scanning and Enumeration,"Nmap host discovery, port scanning techniques, service enumeration, Nmap Scripting Engine (NSE), network mapping, minimizing detection, scan visualization",[1],completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Essential reconnaissance skills
511,44,pentest,2,Cloud Asset Discovery and Scanning,Section 2: Scanning and Enumeration,"Masscan for high-speed scanning, AWS/Azure/GCP target discovery, shadow IT discovery, cloud host attribution, EyeWitness visualization, external attack surface mapping","[37,1,2]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Cloud-specific reconnaissance
512,174,dfir,2,Windows SMB Security Investigation,Section 2: Scanning and Enumeration,"SMB protocol fundamentals, SMB attacks and exploits, password spray attacks, built-in SMB tools, SMB security features, SMB vulnerability exploitation","[114,118,126]",completed,"Career Path: Incident Responder, Course: SANS-SEC504, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Critical Windows protocol security
513,28,blue_team,2,Hayabusa and Sigma Rule Detection,Section 2: Scanning and Enumeration,"Windows Event Log analysis with Hayabusa, Sigma rule development, threat hunting with Sigma, false positive differentiation, remote host assessment, fast triage techniques","[52,54,126]",completed,"Career Path: SOC Analyst, Course: SANS-SEC504, Career Path: Security Engineer",Advanced Windows detection
514,45,pentest,2,Multi-Purpose Netcat and Pivoting,Section 2: Scanning and Enumeration,"Netcat for data exfiltration, internal network pivoting, TCP listener backdoors, reverse shells, LOL (Living Off the Land) attacks, post-compromise techniques","[1,37]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Essential post-exploitation tool
515,46,pentest,2,MITRE ATT&CK Framework Application,Section 2: Scanning and Enumeration,"ATT&CK for IR investigations, tracking attack techniques, threat intelligence with ATT&CK, staying current with TTPs, mapping incidents to framework","[1,10,11]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Framework-based analysis
516,47,pentest,2,Password Attacks Trifecta,Section 3: Password Attacks,"Password guessing attacks, password spray techniques, credential stuffing, Legba tool usage, bypassing lockout defenses, multi-protocol attacks","[1,4]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Password attack fundamentals
517,48,pentest,3,Microsoft 365 Authentication Attacks,Section 3: Password Attacks,"M365 user enumeration, MFA assessment and bypass, SaaS platform attacks, AWS for bypassing lockout, Azure Gov Cloud vs enterprise, BEC investigation","[41,18,24,26]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Cloud authentication attacks
518,175,dfir,2,Password Hash Collection and Analysis,Section 3: Password Attacks,"Windows/Linux password hash formats, hash collection techniques, Yescrypt and Argon2 security, GPU cracking implications, MFA and password security","[114,118,139]",completed,"Career Path: Incident Responder, Course: SANS-SEC504, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Understanding password security
519,49,pentest,3,Password Cracking with Hashcat,Section 3: Password Attacks,"Hashcat fundamentals, GPU acceleration, cloud-based cracking, password policy masks, hash types, Hashcat rules, optimizing crack performance","[42,1]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Advanced password recovery
520,50,pentest,3,Metasploit Framework Exploitation,Section 3: Password Attacks,"Metasploit architecture, exploit selection and configuration, payload selection, C2 establishment, Meterpreter usage, artifact identification for IR","[1,37,38]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Comprehensive exploit framework
521,51,pentest,3,Offensive AI and Automation,Section 3: Password Attacks,"AI for victim data analysis, password prediction with AI, Model Context Protocol (MCP) integration, RAG for attacker AI, bypassing AI guardrails, defending against offensive AI","[28,43,44]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",AI-powered attacks
522,52,pentest,2,Forced Browsing and IDOR Attacks,Section 4: Web Application Attacks,"Forced browsing techniques, IDOR vulnerabilities, AI for pattern identification, endpoint discovery acceleration, public website attack chains","[1,2,3]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Web application enumeration
523,53,pentest,2,Command Injection Attacks,Section 4: Web Application Attacks,"Web command injection, command stacking, access enumeration, non-website targets, auditing for command injection, real-world case studies","[46,38]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Server-side injection attacks
524,54,pentest,3,Cross-Site Scripting (XSS) Exploitation,Section 4: Web Application Attacks,"XSS types (reflected, stored, DOM), cookie theft attacks, password harvesting, camera/microphone capture, Content Security Policy (CSP) bypass","[46,47]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Client-side attacks
525,55,pentest,3,SQL Injection Attacks,Section 4: Web Application Attacks,"SQL constructs and errors, data extraction via SQLi, Sqlmap automation, cloud database attacks (RDS, Spanner, Azure SQL), manual and automated techniques","[46,47,48]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Database exploitation
526,56,pentest,3,API Security Testing,Section 4: Web Application Attacks,"RESTful API design, API endpoint enumeration, Bruno for API testing, API vulnerability exploitation, GraphQL and REST API security","[31,32,46]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Modern API attacks
527,57,pentest,2,Insecure Cloud Storage Exploitation,Section 4: Web Application Attacks,"Cloud bucket discovery, AWS/Azure/GCP storage security, insecure storage access, bucket enumeration, data harvesting, website persistence via storage","[1,2,8,46]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Cloud storage vulnerabilities
528,58,pentest,3,Endpoint Protection Bypass Techniques,Section 5: Post-Exploitation,"Application allow list bypass, signed executable abuse, Living Off the Land (LOL) binaries, EDR/XDR evasion, Microsoft-signed tool exploitation","[38,44,59]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Defense evasion tactics
529,59,pentest,3,Pivoting and Lateral Movement with C2,Section 5: Post-Exploitation,"Metasploit lateral movement, C2 pivoting techniques, detection evasion, Linux/Windows exploitation, privileged internal access, multi-hop pivoting","[44,38,39]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Advanced post-exploitation movement
530,60,pentest,3,Network Hijacking and MitM Attacks,Section 5: Post-Exploitation,"Privileged LAN access exploitation, Windows vulnerable protocol attacks, Responder tool usage, password harvesting, ARP spoofing, LLMNR/NBT-NS poisoning","[38,39,4,5]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Internal network attacks
531,61,pentest,3,Establishing Persistence Mechanisms,Section 5: Post-Exploitation,"WMI Event Subscription persistence, Golden Ticket attacks, web shell persistence, cloud backdoor accounts (AWS/Azure/GCP), multi-platform persistence","[44,53,54,6,7,8]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Maintaining access
532,62,pentest,3,AI Prompt Injection Attacks,Section 5: Post-Exploitation,"LLM prompt processing, AI integration scanning, guardrail bypass, refusal suppression, format switching, prompt encoding/mutation, direct and indirect injection","[28,45]",completed,"Course: SANS-SEC504, Career Path: Penetration Tester",Attacking AI systems
533,176,dfir,2,Network Forensics Foundations,Section 1: Off the Disk and Onto the Wire,"Network forensics vs host forensics, network evidence sources, packet capture fundamentals, when to use network evidence, network architecture for forensics, evidence collection points",[1],completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Foundation for network forensics
534,177,dfir,2,Packet Capture and PCAP Analysis Basics,Section 1: Off the Disk and Onto the Wire,"PCAP file format, tcpdump basics, Wireshark fundamentals, capture filters vs display filters, packet structure analysis, protocol hierarchy statistics, following streams",[158],completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Essential packet analysis skills
535,178,dfir,3,Extracting Files from Network Traffic,Section 1: Off the Disk and Onto the Wire,"File carving from PCAPs, HTTP object extraction, SMB file extraction, email attachment recovery, malware extraction from network, proxy cache file analysis, NetworkMiner usage","[159,7]",completed,"Course: SANS-FOR572, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",Critical for malware analysis and data theft cases
